product_name,price,image_url,category_name,receive_date,expiry_date,status,quantity
โลตัส ถั่วลันเตาหวาน 80 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/26726602.jpg,ผัก,,2026-03-02,normal,0
พริกจินดาแดง กก.ละ,249.00/กก.,https://o2o-static.lotuss.com/products/107654/1880.jpg,ผัก,,2026-03-10,normal,0
โลตัส มะเขือเทศราชินี 250 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/14424169.jpg,ผัก,,2026-03-08,normal,0
โลตัส ถั่วฝักยาว 200 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/12558133.jpg,ผัก,,2026-03-03,normal,0
โลตัส กระเจี๊ยบ 200 กรัม แพ็คละ,32.00,https://o2o-static.lotuss.com/products/107654/14424150.jpg,ผัก,,2026-03-09,normal,0
กระเทียมตัดจุก 500 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/50607854.jpg,ผัก,,2026-03-02,normal,0
ฟักทองผ่าซีก 300 กรัม แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/75668297.jpg,ผัก,,2026-02-27,normal,0
กระเทียมไทยแกะกลีบ แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/18311806.jpg,ผัก,,2026-03-03,normal,0
ซุปเปอร์เฟรช สลัดกรีนโอ๊ค 50 กรัม แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/75601428.jpg,ผัก,,2026-03-09,normal,0
มะละกอดิบ กก.ละ,45.00/กก.,https://o2o-static.lotuss.com/products/107654/493.jpg,ผัก,,2026-02-28,normal,0
โลตัส พริกขี้หนูสวน 100 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/73303305.jpg,ผัก,,2026-03-02,normal,0
เวจ สเตอร์ คอส อินทรีย์ แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/51180877.jpg,ผัก,,2026-03-03,normal,0
โลตัส มะนาวไร้เมล็ด 500 กรัม แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/75543369.jpg,ผัก,,2026-03-06,normal,0
กระเทียมตัดจุก กก.ละ,79.00/กก.,https://o2o-static.lotuss.com/products/107654/17909538.jpg,ผัก,,2026-03-09,normal,0
โลตัส คะน้า 400 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/21701997.jpg,ผัก,,2026-02-28,normal,0
หอมแดงจุก แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/14757516.jpg,ผัก,,2026-03-05,normal,0
โลตัส ใบมะกรูด 20 กรัม แพ็คละ,15.00,https://o2o-static.lotuss.com/products/107654/21701474.jpg,ผัก,,2026-03-10,normal,0
โลตัส พริกหวานแดง 120 กรัม ลูกละ,35.00,https://o2o-static.lotuss.com/products/107654/74611224.jpg,ผัก,,2026-03-08,normal,0
โลตัส ผักกาดหอม 250 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/21694419.jpg,ผัก,,2026-03-08,normal,0
ซันนี่เดย์ ถั่วแระญี่ปุ่นแช่แข็ง 450 กรัม,59.00,https://o2o-static.lotuss.com/products/107654/71158545.jpg,ผัก,,2026-03-07,normal,0
เวจ สเตอร์ กรีนโอ๊ค อินทรีย์ แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/51180848.jpg,ผัก,,2026-03-02,normal,0
โลตัส หน่อไม้ฝรั่งหั่นท่อน 200 กรัม แพ็คละ,79.00,https://o2o-static.lotuss.com/products/107654/52480405.jpg,ผัก,,2026-02-27,normal,0
มะเขือเทศเชอร์รี่ 2 สี 300 กรัม แพ็คละ,79.00,https://o2o-static.lotuss.com/products/107654/75651219.jpg,ผัก,,2026-03-09,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม กวางตุ้งฮ่องเต้ออร์แกนิค แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75566307.jpg,ผัก,,2026-03-09,normal,0
โลตัส แตงกวาญี่ปุ่น 330 กรัม แพ็คละ,42.00,https://o2o-static.lotuss.com/products/107654/74023306.jpg,ผัก,,2026-03-02,normal,0
โลตัส ไหลบัวหั่น 150 กรัม แพ็คละ,55.00,https://o2o-static.lotuss.com/products/107654/75605311.jpg,ผัก,,2026-02-27,normal,0
โลตัส ผักคอสนำเข้า 160กรัม แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/75678593.jpg,ผัก,,2026-03-02,normal,0
โลตัส ต้นอ่อนทานตะวัน 200 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/72764481.jpg,ผัก,,2026-02-27,normal,0
มะเขือเปราะ กก.ละ,79.00/กก.,https://o2o-static.lotuss.com/products/107654/558.jpg,ผัก,,2026-03-10,normal,0
กะหล่ำปลีม่วง กก.ละ,75.00/กก.,https://o2o-static.lotuss.com/products/107654/51163339.jpg,ผัก,,2026-03-04,normal,0
บร็อคโคลี่และดอกกะหล่ำขาว 1 กก. แพ็คละ,69.00,https://o2o-static.lotuss.com/products/107654/75668330.jpg,ผัก,,2026-03-02,normal,0
เห็ดโคนหิมะดำ 150 กรัม แพ็คละ,19.00,https://o2o-static.lotuss.com/products/107654/75546911.jpg,ผัก,,2026-03-01,normal,0
โครงการหลวง ผักกาดหอมห่อ แพ็คละ,32.00,https://o2o-static.lotuss.com/products/107654/13734180.jpg,ผัก,,2026-03-02,normal,0
มะระจีน กก.ละ,99.00/กก.,https://o2o-static.lotuss.com/products/107654/485.jpg,ผัก,,2026-03-03,normal,0
โลตัส ขิงซอย 100 กรัม แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/75572411.jpg,ผัก,,2026-03-04,normal,0
สุกี้ตี๋น้อย ชุดผักสุกี้น้ำดำ แพ็คละ,99.00,https://o2o-static.lotuss.com/products/107654/75647226.jpg,ผัก,,2026-03-01,normal,0
กระเทียมตัดจุก แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/71444459.jpg,ผัก,,2026-03-06,normal,0
โอ้ เวจจี้ ผักสลัดคอสอินทรีย์ แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/75302403.jpg,ผัก,,2026-03-03,normal,0
โลตัส หอมซุป แพ็คละ,29.00,https://o2o-static.lotuss.com/products/107654/14773678.jpg,ผัก,,2026-03-06,normal,0
โลตัส เห็ดหูหนู 180 กรัม แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/14424274.jpg,ผัก,,2026-02-28,normal,0
มะเขือเทศสีดา กก.ละ,52.00/กก.,https://o2o-static.lotuss.com/products/107654/620.jpg,ผัก,,2026-03-04,normal,0
พริกขี้หนู กก.ละ,199.00/กก.,https://o2o-static.lotuss.com/products/107654/1864.jpg,ผัก,,2026-02-28,normal,0
ใบกะเพรา กก.ละ,99.00/กก.,https://o2o-static.lotuss.com/products/107654/26656388.jpg,ผัก,,2026-02-28,normal,0
โลตัส ชุดผักแกงจืดรวมมิตร 210 กรัม แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/24515450.jpg,ผัก,,2026-03-06,normal,0
โลตัส ใบกะเพรา 100 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75673038.jpg,ผัก,,2026-02-27,normal,0
ขิงแก่ กก.ละ,89.00/กก.,https://o2o-static.lotuss.com/products/107654/20685491.jpg,ผัก,,2026-03-01,normal,0
กวางตุ้งไต้หวัน กก.ละ,75.00/กก.,https://o2o-static.lotuss.com/products/107654/26707292.jpg,ผัก,,2026-03-04,normal,0
หอมแขก กก.ละ,55.00/กก.,https://o2o-static.lotuss.com/products/107654/17909597.jpg,ผัก,,2026-03-01,normal,0
โครงการหลวง เบบี้ฮ่องเต้ อินทรีย์ แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/25224077.jpg,ผัก,,2026-03-02,normal,0
กระเทียมกลีบกลาง แพ็คละ,55.00,https://o2o-static.lotuss.com/products/107654/50607860.jpg,ผัก,,2026-03-08,normal,0
โลตัส ผักบุ้งไทย 150 กรัม แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/73448427.jpg,ผัก,,2026-02-28,normal,0
โครงการหลวง คะน้าฮ่องกง แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/21723311.jpg,ผัก,,2026-03-07,normal,0
คะน้ายอด กก.ละ,79.00/กก.,https://o2o-static.lotuss.com/products/107654/26665441.jpg,ผัก,,2026-02-27,normal,0
กะหล่ำปลีหัวใจ กก.ละ,69.00/กก.,https://o2o-static.lotuss.com/products/107654/25472305.jpg,ผัก,,2026-03-07,normal,0
โลตัส ชุดสามเกลอ 50 กรัม แพ็คละ,29.00,https://o2o-static.lotuss.com/products/107654/52660279.jpg,ผัก,,2026-03-01,normal,0
โครงการหลวง ฟักทองญี่ปุ่น กก.ละ,59.00/กก.,https://o2o-static.lotuss.com/products/107654/17560403.jpg,ผัก,,2026-03-06,normal,0
มะเขือยาว กก.ละ,70.00/กก.,https://o2o-static.lotuss.com/products/107654/26665417.jpg,ผัก,,2026-03-06,normal,0
โลตัส ใบเหลียงเด็ด 60 กรัม แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/75572415.jpg,ผัก,,2026-03-03,normal,0
มันฝรั่งคัดพิเศษ กก.ละ,75.00/กก.,https://o2o-static.lotuss.com/products/107654/52397994.jpg,ผัก,,2026-02-27,normal,0
โลตัส พริกหวานเหลือง 120 กรัม ลูกละ,35.00,https://o2o-static.lotuss.com/products/107654/74611216.jpg,ผัก,,2026-03-05,normal,0
เห็ดหอมสด แพ็คใหญ่ แพ็คละ,75.00,https://o2o-static.lotuss.com/products/107654/50625740.jpg,ผัก,,2026-03-10,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม ต้นหอมญี่ปุ่นออร์แกนิค แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75566313.jpg,ผัก,,2026-03-02,normal,0
โลตัส คื่นช่าย 70 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75672191.jpg,ผัก,,2026-03-03,normal,0
กระเทียมกลีบกลาง กก.ละ,99.00/กก.,https://o2o-static.lotuss.com/products/107654/17909511.jpg,ผัก,,2026-03-06,normal,0
ซุปเปอร์เฟรช สลัดเรดโอ๊ค 50 กรัม แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/75601429.jpg,ผัก,,2026-02-27,normal,0
โลตัส มะนาวแป้นรำไพ จัมโบ้ 5 ลูก 250 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75625587.jpg,ผัก,,2026-03-07,normal,0
ฟักทองญี่ปุ่นมินิ กก.ละ,89.00/กก.,https://o2o-static.lotuss.com/products/107654/52543960.jpg,ผัก,,2026-02-27,normal,0
โครงการหลวง ปวยเล้ง แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/18606407.jpg,ผัก,,2026-03-03,normal,0
มันหวานญี่ปุ่น เบนิเบนิ 750 กรัม แพ็คละ,129.00,https://o2o-static.lotuss.com/products/107654/75591317.jpg,ผัก,,2026-03-07,normal,0
กวางตุ้ง กก.ละ,70.00/กก.,https://o2o-static.lotuss.com/products/107654/26656361.jpg,ผัก,,2026-03-07,normal,0
เบบี้แครอท 340 กรัม แพ็คละ,99.00,https://o2o-static.lotuss.com/products/107654/52300539.jpg,ผัก,,2026-03-07,normal,0
ซันนี่เดย์ ผักโขมแช่แข็ง 1 กก.,129.00,https://o2o-static.lotuss.com/products/107654/74406035.jpg,ผัก,,2026-02-28,normal,0
โลตัส ขิงอ่อน 100 กรัม แพ็คละ,32.00,https://o2o-static.lotuss.com/products/107654/75575239.jpg,ผัก,,2026-03-03,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม แตงกวาออร์แกนิค แพ็คละ,29.00,https://o2o-static.lotuss.com/products/107654/75566300.jpg,ผัก,,2026-03-06,normal,0
ซันนี่เดย์ ผักรวมแช่แข็ง 450 กรัม,59.00,https://o2o-static.lotuss.com/products/107654/71531823.jpg,ผัก,,2026-03-08,normal,0
บวบเหลี่ยม กก.ละ,65.00/กก.,https://o2o-static.lotuss.com/products/107654/26707314.jpg,ผัก,,2026-03-09,normal,0
โลตัส พริกขี้หนู 30 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668283.jpg,ผัก,,2026-03-04,normal,0
โลตัส พริกหวานเขียว 120 กรัม ลูกละ,35.00,https://o2o-static.lotuss.com/products/107654/74611208.jpg,ผัก,,2026-02-28,normal,0
ฟักทองบัตเตอร์นัท สคอทช กก.ละ,75.00/กก.,https://o2o-static.lotuss.com/products/107654/51618183.jpg,ผัก,,2026-03-09,normal,0
ฟักทองญี่ปุ่น กก.ละ,110.00/กก.,https://o2o-static.lotuss.com/products/107654/434.jpg,ผัก,,2026-03-08,normal,0
กระเทียมไทยจุก 300 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/50607883.jpg,ผัก,,2026-03-02,normal,0
เห็ดโคนขาวหิมะ แพ็คละ,19.00,https://o2o-static.lotuss.com/products/107654/25756664.jpg,ผัก,,2026-02-27,normal,0
โครงการหลวง คอสสลัดแพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/27163741.jpg,ผัก,,2026-03-07,normal,0
โลตัส บร็อคโคลีหั่น แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/75572459.jpg,ผัก,,2026-02-27,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม ข้าวโพดอ่อนออร์แกนิค แพ็คละ,32.00,https://o2o-static.lotuss.com/products/107654/75566311.jpg,ผัก,,2026-02-27,normal,0
โลตัส เห็ดนางฟ้าดอกอ่อน 100 กรัม แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/14424231.jpg,ผัก,,2026-03-08,normal,0
ถั่วฝักยาว กก.ละ,110.00/กก.,https://o2o-static.lotuss.com/products/107654/50160661.jpg,ผัก,,2026-03-01,normal,0
โครงการหลวง ข้าวโพดหวาน 2 สี แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/23886196.jpg,ผัก,,2026-03-10,normal,0
แครอท ออสเตรเลีย แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/75591318.jpg,ผัก,,2026-03-07,normal,0
โลตัส ตำลึงเด็ด 60 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/75572414.jpg,ผัก,,2026-03-04,normal,0
ซุปเปอร์เฟรช สลัดมิกซ์ แพ็คละ,89.00,https://o2o-static.lotuss.com/products/107654/27551067.jpg,ผัก,,2026-03-02,normal,0
โลตัส กรีนโอ๊คตัดราก 150 กรัม แพ็คละ,59.00,https://o2o-static.lotuss.com/products/107654/75549907.jpg,ผัก,,2026-03-07,normal,0
กระเทียมแกะเปลือก 80 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75672194.jpg,ผัก,,2026-03-01,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม กะหล่ำปลีออร์แกนิค แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/75566280.jpg,ผัก,,2026-02-27,normal,0
โลตัส ยอดมะพร้าวอ่อน 150 กรัม แพ็คละ,32.00,https://o2o-static.lotuss.com/products/107654/18456723.jpg,ผัก,,2026-03-09,normal,0
เห็ดดอกกระหล่ำ 150 กรัม แพ็คละ,59.00,https://o2o-static.lotuss.com/products/107654/75549914.jpg,ผัก,,2026-03-09,normal,0
โครงการหลวง สลัดผัก น้ำข้นหวาน แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/75228947.jpg,ผัก,,2026-03-05,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม กระเจี๊ยบออร์แกนิค แพ็คละ,31.00,https://o2o-static.lotuss.com/products/107654/75566305.jpg,ผัก,,2026-03-05,normal,0
พริกชี้ฟ้าแดง กก.ละ,159.00/กก.,https://o2o-static.lotuss.com/products/107654/1848.jpg,ผัก,,2026-03-07,normal,0
ใบโหระพา กก.ละ,149.00/กก.,https://o2o-static.lotuss.com/products/107654/26665425.jpg,ผัก,,2026-03-09,normal,0
โลตัส ชุดผักต้มซุป 350 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/75572461.jpg,ผัก,,2026-03-09,normal,0
โลตัส หน่อไม้ฝรั่ง 150 กรัม แพ็คละ,65.00,https://o2o-static.lotuss.com/products/107654/73853100.jpg,ผัก,,2026-03-02,normal,0
พริกหยวก กก.ละ,240.00/กก.,https://o2o-static.lotuss.com/products/107654/1899.jpg,ผัก,,2026-03-06,normal,0
โลตัส แตงกวา 250 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668279.jpg,ผัก,,2026-03-02,normal,0
โครงการหลวง มะเขือม่วงก้านเขียว แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/16393279.jpg,ผัก,,2026-03-09,normal,0
โลตัส กวางตุ้ง 200 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668287.jpg,ผัก,,2026-03-08,normal,0
โลตัส ใบโหระพา 100 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75673037.jpg,ผัก,,2026-02-27,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม มะเขือเทศเนื้อออร์แกนิค แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/75566291.jpg,ผัก,,2026-03-09,normal,0
โลตัส มะเขือพวงเด็ดก้าน 100 กรัม แพ็คละ,29.00,https://o2o-static.lotuss.com/products/107654/75575238.jpg,ผัก,,2026-03-01,normal,0
โลตัส ซีซ่าร์สลัด แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/52480964.jpg,ผัก,,2026-03-10,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม กวางตุ้งออร์แกนิค แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75566306.jpg,ผัก,,2026-03-10,normal,0
ต้นหอมญี่ปุ่น 200 กรัม แพ็คละ,55.00,https://o2o-static.lotuss.com/products/107654/23251301.jpg,ผัก,,2026-03-09,normal,0
ผักกาดหอม กก.ละ,139.00/กก.,https://o2o-static.lotuss.com/products/107654/23251328.jpg,ผัก,,2026-03-06,normal,0
โลตัส มะเขือเทศท้อ 200 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668282.jpg,ผัก,,2026-02-27,normal,0
โลตัส ฮ่องเต้น้อย 150 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/51163155.jpg,ผัก,,2026-03-06,normal,0
โลตัส ชุดผักแกงป่า 240 กรัม แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/23886277.jpg,ผัก,,2026-03-06,normal,0
โครงการหลวง ผักกาดกวางตุ้งอินทรีย์ แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/73285439.jpg,ผัก,,2026-03-10,normal,0
เห็ดฮาตาเกะ 125 กรัม แพ็คละ,28.00,https://o2o-static.lotuss.com/products/107654/75563796.jpg,ผัก,,2026-03-04,normal,0
โอ้ เวจจี้ ผักสลัดรวมต้นอินทรีย์ แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/75302381.jpg,ผัก,,2026-02-28,normal,0
โลตัส กะหล่ำดอกขาวหั่น 150 กรัม แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/75572417.jpg,ผัก,,2026-03-04,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม ผักโขมเขียวออร์แกนิค แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75566314.jpg,ผัก,,2026-03-03,normal,0
ผักสลัดรวมตัดราก 500 กรัม แพ็คละ,139.00,https://o2o-static.lotuss.com/products/107654/72849339.jpg,ผัก,,2026-02-27,normal,0
โลตัส ถั่วลันเตาแบน 100 กรัม แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/74332139.jpg,ผัก,,2026-03-08,normal,0
ผักชี กก.ละ,350.00/กก.,https://o2o-static.lotuss.com/products/107654/26656329.jpg,ผัก,,2026-03-10,normal,0
โครงการหลวง พริกหวานแดง แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/74611046.jpg,ผัก,,2026-03-07,normal,0
โครงการหลวง โอ๊คลีฟเขียว แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/18606350.jpg,ผัก,,2026-03-06,normal,0
โครงการหลวง สลัดผัก น้ำข้นเปรี้ยว แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/75228939.jpg,ผัก,,2026-03-07,normal,0
เบบี้หางหงษ์นอก 200 กรัม แพ็คละ,65.00,https://o2o-static.lotuss.com/products/107654/10471650.jpg,ผัก,,2026-03-10,normal,0
พริกจินดาเขียว กก.ละ,169.00/กก.,https://o2o-static.lotuss.com/products/107654/1872.jpg,ผัก,,2026-02-28,normal,0
แครอทออสเตรเลีย แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/23076909.jpg,ผัก,,2026-03-09,normal,0
หอมแดงจุก กก.ละ,89.00/กก.,https://o2o-static.lotuss.com/products/107654/17909570.jpg,ผัก,,2026-03-03,normal,0
หอมหัวใหญ่ แกะเปลือก 100 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75672193.jpg,ผัก,,2026-03-06,normal,0
โลตัส ข้าวโพดหวาน 2ฝัก 400 ก.แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/75678592.jpg,ผัก,,2026-03-01,normal,0
เวจ สเตอร์ เรดโอ๊ค อินทรีย์ แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/51180854.jpg,ผัก,,2026-03-06,normal,0
โครงการหลวง พริกหวานเหลือง แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/74611054.jpg,ผัก,,2026-02-28,normal,0
โครงการหลวง สลัดผัก น้ำฟักทอง แพ็คละ,49.00,https://o2o-static.lotuss.com/products/107654/75228955.jpg,ผัก,,2026-03-04,normal,0
หัวไชเท้า 600 กรัม แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/75668296.jpg,ผัก,,2026-03-03,normal,0
โลตัส ขมิ้นเหลือง 90 กรัม แพ็คละ,19.00,https://o2o-static.lotuss.com/products/107654/74743910.jpg,ผัก,,2026-03-09,normal,0
ซุปเปอร์เฟรช มะเขือเทศ แพ็คละ,89.00,https://o2o-static.lotuss.com/products/107654/72694432.jpg,ผัก,,2026-03-04,normal,0
โลตัส สะระแหน่ 30 กรัม เเพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/72764589.jpg,ผัก,,2026-03-07,normal,0
ต้นหอม กก.ละ,179.00/กก.,https://o2o-static.lotuss.com/products/107654/26656337.jpg,ผัก,,2026-03-01,normal,0
โลตัส ก้านคะน้าเห็ดหอม 500 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/75552479.jpg,ผัก,,2026-03-04,normal,0
โลตัส ชะอมเด็ด 60 กรัม แพ็คละ,119.00,https://o2o-static.lotuss.com/products/107654/75572413.jpg,ผัก,,2026-02-27,normal,0
ตะไคร้ กก.ละ,60.00/กก.,https://o2o-static.lotuss.com/products/107654/20685513.jpg,ผัก,,2026-02-28,normal,0
เห็ดหิมะดำรวมเห็ดหิมะขาว 300 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/75566853.jpg,ผัก,,2026-03-04,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม แครอทออร์แกนิค แพ็คละ,69.00,https://o2o-static.lotuss.com/products/107654/75566299.jpg,ผัก,,2026-03-01,normal,0
โอ้ เวจจี้ ผักสลัด กรีนโอ๊ค เรดโอ๊ค แพ็คละ,50.00,https://o2o-static.lotuss.com/products/107654/75302411.jpg,ผัก,,2026-03-08,normal,0
โลตัส ดอกหอม 200 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/51309756.jpg,ผัก,,2026-03-06,normal,0
โลตัส กระเฉดเด็ด 80 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75572412.jpg,ผัก,,2026-03-10,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม คะน้าฮ่องกงออร์แกนิค แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/75566309.jpg,ผัก,,2026-03-06,normal,0
โลตัส มันเทศชุบแป้งทอด 500 กรัม,85.00,https://o2o-static.lotuss.com/products/107654/75614272.jpg,ผัก,,2026-03-08,normal,0
โลตัส ถั่วฝักยาว 150 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75678590.jpg,ผัก,,2026-03-05,normal,0
โครงการหลวง ข้าวโพดหวาน ม่วง แพ็คละ,25.00,https://o2o-static.lotuss.com/products/107654/75440865.jpg,ผัก,,2026-02-28,normal,0
พริกหนุ่ม กก.ละ,165.00/กก.,https://o2o-static.lotuss.com/products/107654/1902.jpg,ผัก,,2026-03-07,normal,0
คะน้า กก.ละ,79.00/กก.,https://o2o-static.lotuss.com/products/107654/26656353.jpg,ผัก,,2026-03-07,normal,0
โลตัส ถั่วแขก 150 กรัม แพ็คละ,39.00,https://o2o-static.lotuss.com/products/107654/14424037.jpg,ผัก,,2026-03-04,normal,0
หอมแดงแกะเปลือก 80 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75672195.jpg,ผัก,,2026-02-28,normal,0
โลตัส พริกหยวก 120 กรัม แพ็คละ,30.00,https://o2o-static.lotuss.com/products/107654/75678591.jpg,ผัก,,2026-03-08,normal,0
หอมหัวใหญ่ ออสเตรเลีย 800 กรัม แพ็คละ,59.00,https://o2o-static.lotuss.com/products/107654/75560127.jpg,ผัก,,2026-03-10,normal,0
โลตัส ถั่วลันเตาแช่แข็ง 1000 กรัม,85.00,https://o2o-static.lotuss.com/products/107654/75614270.jpg,ผัก,,2026-03-05,normal,0
โลตัส คะน้า 200 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668288.jpg,ผัก,,2026-03-03,normal,0
โครงการหลวง พริกหวานเขียว แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/74611038.jpg,ผัก,,2026-02-28,normal,0
โรสแมรี่ 30 กรัม แพ็คละ,45.00,https://o2o-static.lotuss.com/products/107654/51163063.jpg,ผัก,,2026-03-04,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม ตะไคร้ออร์แกนิค แพ็คละ,22.00,https://o2o-static.lotuss.com/products/107654/75566286.jpg,ผัก,,2026-03-09,normal,0
โลตัส บวบปอกหั่น 250 กรัม แพ็คละ,35.00,https://o2o-static.lotuss.com/products/107654/75572410.jpg,ผัก,,2026-03-08,normal,0
โครงการหลวง ข้าวเกรียบฟักทอง แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/70223254.jpg,ผัก,,2026-03-05,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม คอสเขียวออร์แกนิค แพ็คละ,37.00,https://o2o-static.lotuss.com/products/107654/75566277.jpg,ผัก,,2026-03-06,normal,0
กะหล่ำดาว 200 กรัม แพ็คละ,69.00,https://o2o-static.lotuss.com/products/107654/51163103.jpg,ผัก,,2026-03-10,normal,0
โลตัส ฮ่องเต้น้อย 120กรัม แพ็คละ,40.00,https://o2o-static.lotuss.com/products/107654/75678594.jpg,ผัก,,2026-03-10,normal,0
มะเขือเทศเนื้อ พรีเมี่ยม กก.,155.00/กก.,https://o2o-static.lotuss.com/products/107654/74109510.jpg,ผัก,,2026-03-03,normal,0
โลตัส ข้าวโพดอ่อน 150 กรัม แพ็คละ,20.00,https://o2o-static.lotuss.com/products/107654/75668280.jpg,ผัก,,2026-03-07,normal,0
ออร์แกนิค ฮาเวส ฟาร์ม แตงกวาญี่ปุ่นออร์แกนิค แพ็คละ,52.00,https://o2o-static.lotuss.com/products/107654/75566301.jpg,ผัก,,2026-03-08,normal,0
